#	MalwareTextDB-1.0/data/ann+brown/AdversaryIntelligenceReport_DeepPanda_0 (1).txtcbn
Such	JJ	0100011011	O
broad	JJ	111100011000	O
targeting	NN	111000111010	O
demonstrates	VBZ	101111101100	O
to	TO	101100	O
the	DT	11010	O
world	NN	0010111011	O
that	IN	101111110	O
Iran	NNP	01111110111	O
is	VBZ	101101010	O
no	RB	11111011101	O
longer	JJR	0111100111110	O
content	NN	001111100110	O
to	TO	101100	O
retaliate	VB	X	O
against	IN	10010110111	O
the	DT	11010	O
US	NNP	1110110010	O
and	CC	101110111	O
Israel	NNP	0111111010	O
alone	RB	001100111010	O
.	.	0110	O
They	PRP	01001000	O
have	VBP	101101100	O
bigger	JJR	1010010110011	O
intentions	NNS	X	O
:	:	0111010	O
to	TO	101100	O
position	VB	001010111101	O
themselves	PRP	10111111100011	O
to	TO	101100	O
impact	VB	1010101111001	O
critical	JJ	111000111110	O
infrastructure	NN	00110001010	O
globally	RB	10111111100011	O
.	.	0110	O
The	DT	010000	O
string	NN	001001110110	O
cleaver	NN	X	O
is	VBZ	101101010	O
found	VBN	10100111110	O
several	JJ	111110011110	O
times	NNS	000110110	O
in	IN	100110	O
a	DT	11001	O
variety	NN	00010101	O
of	IN	1000	O
custom	NN	11110001111111	O
software	NN	001100111011	O
used	VBN	1010011010	O
in	IN	100110	O
Operation	NNP	01111100111	O
Cleaver	NNP	011111110111	O
,	,	1011100	O
including	VBG	101111111110111	O
:	:	0111010	O
We	PRP	01001001	O
believe	VBP	10101010110	O
our	PRP$	11011110	O
visibility	NN	00100010111	O
into	IN	10010111100	O
this	DT	110110	O
campaign	NN	0010101010	O
represents	VBZ	101111101101	O
only	RB	10101110010	O
a	DT	11001	O
fraction	NN	00010100	O
of	IN	1000	O
Operation	NNP	01111100111	O
Cleaver	NNP	011111110111	O
's	POS	10111010	O
full	JJ	1111000110101	O
scope	NN	000111100	O
.	.	0110	O
We	PRP	01001001	O
believe	VBP	10101010110	O
that	IN	101111110	O
if	IN	101111111111110	O
the	DT	11010	O
operation	NN	0010101111111	O
is	VBZ	101101010	O
left	VBN	1010011000110	O
to	TO	101100	O
continue	VB	101000111100	O
unabated	JJ	X	O
,	,	1011100	O
it	PRP	101111010	O
is	VBZ	101101010	O
only	RB	10101110010	O
a	DT	11001	O
matter	NN	00010101	O
of	IN	1000	O
time	NN	00011010	O
before	IN	100101110101	O
the	DT	11010	O
world	NN	0010111011	O
's	POS	10111010	O
physical	JJ	111100101010	O
safety	NN	1111001011100	O
is	VBZ	101101010	O
impacted	VBN	101001110100	O
by	IN	1001110	O
it	PRP	101111010	O
.	.	0110	O
While	IN	010101101	O
the	DT	11010	O
disclosure	NN	000111100	O
of	IN	1000	O
this	DT	110110	O
information	NN	001111000	O
will	MD	10110111111	O
be	VB	10101100	O
a	DT	11001	O
detriment	NN	X	O
to	TO	101100	O
our	PRP$	11011110	O
ability	NN	101000110011	O
to	TO	101100	O
track	VB	10101000111	O
the	DT	11010	O
activity	NN	00110001011	O
of	IN	1000	O
this	DT	110110	O
group	NN	00101010110	O
,	,	1011100	O
it	PRP	101111010	O
will	MD	10110111111	O
allow	VB	10101000000	O
the	DT	11010	O
security	NN	11100011010	O
industry	NN	0011000011	O
as	IN	10111111110	O
a	DT	11001	O
whole	NN	001001110100	O
to	TO	101100	O
defend	VB	101010011110	O
against	IN	10010110111	O
this	DT	110110	O
threat	NN	1110000110	O
.	.	0110	O
As	IN	01010100	O
such	JJ	101111111010	O
,	,	1011100	O
we	PRP	101111000	O
are	VBP	101101001	O
exposing	VBG	10111111111100	O
this	DT	110110	O
cyber	NN	1111001000	O
campaign	NN	0010101010	O
early	RB	01111101011	O
in	IN	100110	O
an	DT	11000	O
attempt	NN	101000110010	O
to	TO	101100	O
minimize	VB	101010011010	O
additional	JJ	111101111110110	O
real-world	JJ	111100000111	O
impact	NN	1010101111001	O
and	CC	101110111	O
prevent	VB	101010011010	O
further	JJ	11110111111001	O
victimization	NN	X	O
.	.	0110	O
•	CD	011101111010	O
Persian	NNP	1111001011101	O
hacker	NN	111000011111	O
names	NNS	00111111011	O
are	VBP	101101001	O
used	VBN	1010011010	O
throughout	IN	10010111111100	O
the	DT	11010	O
campaign	NN	0010101010	O
including	VBG	101111111110111	O
:	:	0111010	O
Salman	NNP	X	O
Ghazikhani	NNP	X	O
,	,	1011100	O
Bahman	NNP	X	O
Mohebbi	NNP	X	O
,	,	1011100	O
Kaj	NNP	X	O
,	,	1011100	O
Parviz	NNP	01001011	O
,	,	1011100	O
Alireza	NNP	11101110001	O
,	,	1011100	O
and	CC	101110111	O
numerous	JJ	111100001010	O
others	NNS	1110011000	O
.	.	0110	O
•	CD	011101111010	O
Numerous	JJ	X	O
domains	NNS	00110111010	O
used	VBN	1010011010	O
in	IN	100110	O
the	DT	11010	O
campaign	NN	0010101010	O
were	VBD	101101000	O
registered	VBN	1010011011001	O
in	IN	100110	O
Iran	NNP	01111110111	O
.	.	0110	O
•	FW	011101111010	O
Infrastructure	FW	011110110100	O
leveraged	NN	1011111001111	O
in	IN	100110	O
the	DT	11010	O
attack	NN	00101011100	O
was	VBD	101101011	O
registered	VBN	1010011011001	O
in	IN	100110	O
Iran	NNP	01111110111	O
to	TO	101100	O
the	DT	11010	O
corporate	JJ	1111001011001	O
entity	NN	001010110000	O
Tarh	NNP	01111100111	O
Andishan	NNP	011111110111	O
,	,	1011100	O
which	WDT	101111011	O
translates	VBZ	101000111001	O
to	TO	101100	O
''	''	0111101110	O
invention	NN	X	O
''	''	0111101110	O
or	CC	101110110	O
''	''	0111101110	O
innovation	NN	X	O
''	''	0111101110	O
in	IN	100110	O
Farsi	NNP	X	O
.	.	0110	O
•	NNP	011101111010	O
Source	NNP	01110110011	O
netblocks	NNS	X	O
and	CC	101110111	O
ASNs	NNS	X	O
are	VBP	101101001	O
registered	VBN	1010011011001	O
to	TO	101100	O
Iran	NNP	01111110111	O
.	.	0110	O
•	NNP	011101111010	O
Hacker	NNP	011110110100	O
tools	NNS	0011001111011	O
warn	VBP	X	O
when	WRB	100101110010	O
their	PRP$	11011100	O
external	JJ	111101111111011	O
IP	NNP	1111011000	O
address	NN	00111000	O
traces	NNS	0001110100	O
back	RB	101000110111	O
to	TO	101100	O
Iran	NNP	01111110111	O
.	.	0110	O
•	CD	011101111010	O
The	DT	010000	O
infrastructure	NN	00110001010	O
is	VBZ	101101010	O
hosted	VBN	101001110100	O
through	IN	100101111010	O
Netafraz.com	NNP	X	O
,	,	1011100	O
an	DT	11000	O
Iranian	JJ	111100110111	O
provider	NN	001111011000	O
out	IN	1011111110010	O
of	IN	1000	O
Isfahan	NNP	X	O
,	,	1011100	O
Iran	NNP	01111110111	O
.	.	0110	O
•	CD	011101111010	O
The	DT	010000	O
infrastructure	NN	00110001010	O
utilized	VBN	1011111001111	O
in	IN	100110	O
the	DT	11010	O
campaign	NN	0010101010	O
is	VBZ	101101010	O
too	RB	10100000011	O
significant	JJ	1111000110111	O
to	TO	101100	O
be	VB	10101100	O
a	DT	11001	O
lone	JJ	X	O
individual	NN	001010110011	O
or	CC	101110110	O
a	DT	11001	O
small	JJ	1111000110010	O
group	NN	00101010110	O
.	.	0110	O
We	PRP	01001001	O
believe	VBP	10101010110	O
this	DT	110110	O
work	NN	1010101111000	O
was	VBD	101101011	O
sponsored	VBN	1110011010	O
by	IN	1001110	O
Iran	NNP	01111110111	O
.	.	0110	O
•	NNP	011101111010	O
US	NNP	1110110010	O
Military	NNP	0111101100100	O
targets	NNS	00110010111	O
including	VBG	101111111110111	O
NMCI	NNP	X	O
in	IN	100110	O
October	NNP	01111101010	O
2013	CD	0111111000	O
.	.	0110	O
Confirmed	JJ	X	O
targeting	NN	111000111010	O
of	IN	1000	O
global	JJ	1111001011001	O
government	NN	11100101001	O
entities	NNS	00110010010	O
.	.	0110	O
•	NNP	011101111010	O
Networks	NNP	0111101101011	O
and	CC	101110111	O
systems	NNS	00110011000	O
targeted	VBN	1110000100	O
in	IN	100110	O
critical	JJ	111000111110	O
industries	NNS	00110101111	O
like	IN	101111111110110	O
energy	NN	111100101010	O
and	CC	101110111	O
utilities	NNS	0011001111010	O
,	,	1011100	O
oil	NN	11110010100	O
and	CC	101110111	O
gas	NN	1110001010	O
,	,	1011100	O
and	CC	101110111	O
chemical	NN	111100101010	O
companies	NNS	0011000001	O
.	.	0110	O
•	NNP	011101111010	O
Assets	NNPS	X	B-Entity
(	NN	01111000	I-Entity
both	CC	11111011010	I-Entity
cyber	NN	1111001000	I-Entity
and	CC	101110111	I-Entity
physical	JJ	111100101010	I-Entity
)	NN	011110100	I-Entity
and	CC	101110111	I-Entity
logistics	NNS	1110001010	I-Entity
information	NN	001111000	I-Entity
were	VBD	101101000	B-Verb
compromised	VBN	111101111001	I-Verb
at	IN	10011110	B-Preposition
major	JJ	111100001111	B-Entity
airline	NN	11100101000	I-Entity
operators	NNS	00111101001111	I-Entity
,	,	1011100	I-Entity
airports	NNS	010111	I-Entity
,	,	1011100	I-Entity
and	CC	101110111	I-Entity
transportation	NN	11100101000	I-Entity
companies	NNS	0011000001	I-Entity
.	.	0110	O
•	CD	011101111010	O
Various	JJ	0100111110	O
global	JJ	1111001011001	O
telecommunications	NNS	111100101010	O
,	,	1011100	O
technology	NN	1110001101110	O
,	,	1011100	O
healthcare	NN	1110001101110	O
,	,	1011100	O
aerospace	NN	010111	O
,	,	1011100	O
and	CC	101110111	O
defense	NN	1110001101101	O
companies	NNS	0011000001	O
were	VBD	101101000	O
breached	VBN	1010011011000	O
as	IN	10111111110	O
part	NN	00010001	O
of	IN	1000	O
the	DT	11010	O
operation	NN	0010101111111	O
.	.	0110	O
•	CD	011101111010	O
Confidential	NNP	X	B-Entity
critical	JJ	111000111110	I-Entity
infrastructure	NN	00110001010	I-Entity
documents	NNS	00100101100	I-Entity
were	VBD	101101000	B-Verb
harvested	VBN	111000111100	I-Verb
from	IN	100101100	B-Preposition
major	JJ	111100001111	B-Entity
educational	JJ	X	I-Entity
institutions	NNS	111001110	I-Entity
around	IN	1001011111010	I-Entity
the	DT	11010	I-Entity
world	NN	0010111011	I-Entity
.	.	0110	O
•	CD	011101111010	O
Initial	JJ	111101111111101	B-Entity
compromise	NN	1010101111010	I-Entity
techniques	NNS	0011001111010	I-Entity
include	VBP	1010101110110	B-Verb
SQL	NN	011110011100	B-Entity
injection	NN	11100110110	I-Entity
,	,	1011100	I-Entity
web	NN	1111011011101	I-Entity
attacks	NNS	001101100	I-Entity
,	,	1011100	I-Entity
and	CC	101110111	I-Entity
creative	JJ	111011111111	I-Entity
deception-	NN	X	I-Entity
based	VBN	10100101010	I-Entity
attacks	NNS	001101100	I-Entity
–	VBP	01111001100	O
all	DT	1111101100	O
of	IN	1000	O
which	WDT	101111011	O
have	VBP	101101100	O
been	VBN	10101101	O
implemented	VBN	10100101111011	O
in	IN	100110	O
the	DT	11010	O
past	NN	0010111001	O
by	IN	1001110	O
Chinese	JJ	111100110101	O
and	CC	101110111	O
Russian	JJ	111100110100	O
hacking	NN	111000011110	O
teams	NNS	00110110100	O
.	.	0110	O
•	NN	011101111010	O
Pivoting	NN	X	B-Entity
and	CC	101110111	I-Entity
exploitation	NN	111000011110	I-Entity
techniques	NNS	0011001111010	I-Entity
leveraged	VBD	1011111001111	B-Verb
existing	VBG	111101111110101	B-Entity
public	JJ	1111001011101	I-Entity
exploits	NNS	0011001111101	I-Entity
for	IN	10011111	I-Entity
MS08-067	NNP	1110111110110	I-Entity
and	CC	101110111	I-Entity
Windows	NNP	1110110100	I-Entity
privilege	NN	111000110010	I-Entity
escalations	NNS	X	I-Entity
,	,	1011100	O
and	CC	101110111	O
were	VBD	101101000	B-Verb
coupled	VBN	10100100110	I-Verb
with	IN	100100	B-Preposition
automated	JJ	111100010001	B-Entity
,	,	1011100	I-Entity
worm-like	JJ	X	I-Entity
propagation	NN	000110110	I-Entity
mechanisms	NNS	0011001111000	I-Entity
.	.	0110	O
•	CD	011101111010	O
Customized	JJ	011110101110	B-Entity
private	JJ	111100101011	I-Entity
tools	NNS	0011001111011	I-Entity
with	IN	100100	I-Entity
functions	NNS	0011111011011	I-Entity
that	WDT	101111110	O
include	VBP	1010101110110	B-Verb
ARP	NN	1111011011111	B-Entity
poisoning	NN	001111011001	I-Entity
,	,	1011100	O
encryption	NN	1111011100111	B-Entity
,	,	1011100	O
credential	NN	111100010110	B-Entity
dumping	VBG	111000110011	I-Entity
,	,	1011100	O
ASP.NET	NN	X	B-Entity
shells	NNS	0011111111011	I-Entity
,	,	1011100	O
web	NN	1111011011101	B-Entity
backdoors	NNS	0011001101000	I-Entity
,	,	1011100	O
process	NN	001001111011	B-Entity
enumeration	NN	01111011001101	I-Entity
,	,	1011100	O
WMI	NNP	111011111110	B-Entity
querying	VBG	1011111111111011	I-Entity
,	,	1011100	O
HTTP	NNP	111101101010	B-Entity
and	CC	101110111	I-Entity
SMB	NNP	111101101010	I-Entity
communications	NNS	00111101001110	I-Entity
,	,	1011100	O
network	NN	001000010	B-Entity
interface	NN	0011110111010	I-Entity
sniffing	VBG	X	I-Entity
,	,	1011100	O
and	CC	101110111	O
keystroke	NN	111100100101	B-Entity
logging	VBG	1110001101101	I-Entity
.	.	0110	O
•	CD	011101111010	O
The	DT	010000	O
ability	NN	101000110011	O
to	TO	101100	O
build	VB	101010110111	O
customized	VBN	11110001111111	O
tools	NNS	0011001111011	O
to	TO	101100	O
compromise	VB	1010101111010	O
any	DT	11111011111	O
target	NN	111101111010	O
they	PRP	10111100110	O
choose	VBP	101000111101	O
.	.	0110	O
•	CD	011101111010	O
Private	JJ	1111000111101	B-Entity
signing	NN	11110111110110	I-Entity
certificates	NNS	0011110101111	I-Entity
of	IN	1000	I-Entity
one	CD	111110100	I-Entity
victim	NN	111101111011	I-Entity
were	VBD	101101000	B-Verb
captured	VBN	1011111001100	I-Verb
allowing	VBG	101111111110101	O
the	DT	11010	B-Entity
Operation	NNP	01111100111	I-Entity
Cleaver	NNP	011111110111	I-Entity
team	NN	00101010111	I-Entity
to	TO	101100	O
compromise	VB	1010101111010	B-Verb
the	DT	11010	B-Entity
entirety	NN	X	I-Entity
of	IN	1000	I-Entity
their	PRP$	11011100	I-Entity
organization	NN	001010110001	I-Entity
.	.	0110	O
•	NN	011101111010	O
Over	IN	0101011111	O
the	DT	11010	O
past	JJ	0010111001	O
two	CD	11111001100	O
years	NNS	0011010101	O
,	,	1011100	O
Cylance	NNP	11101110001	O
has	VBZ	1011011010	O
collected	VBN	1010010110101	O
over	IN	10010110101	O
8GB	NN	X	O
of	IN	1000	O
data	NNS	001111001	O
including	VBG	101111111110111	O
over	IN	10010110101	O
80,000	CD	X	O
files	NNS	0011011110	O
of	IN	1000	O
exfiltrated	JJ	111000111100	O
data	NNS	001111001	O
,	,	1011100	O
hacker	NN	111000011111	O
tools	NNS	0011001111011	O
,	,	1011100	O
victim	NN	111101111011	O
logs	NNS	0011111110110	O
,	,	1011100	O
and	CC	101110111	O
highly	RB	1111111111	O
sensitive	JJ	111000111101	O
reconnaissance	NN	111000111001	O
data	NNS	001111001	O
.	.	0110	O
•	NNP	011101111010	O
Data	NNP	0111101101011	O
from	IN	100101100	O
sinkholed	JJ	1010011000110	O
command	NN	0010011100	O
and	CC	101110111	O
control	NN	111000100	O
servers	NNS	00111010	O
has	VBZ	1011011010	O
allowed	VBN	1011111001110	O
us	PRP	10111111100110	O
to	TO	101100	O
track	VB	10101000111	O
this	DT	110110	O
active	JJ	10100000010	O
campaign	NN	0010101010	O
.	.	0110	O
•	FW	011101111010	O
Cylance	FW	11101110001	O
is	VBZ	101101010	O
releasing	VBG	11100110111	O
more	JJR	1111111110	O
than	IN	011110111110	O
150	CD	011111111100	O
IOCs	NNS	00110111111	O
and	CC	101110111	O
samples	NNS	0011011100	O
associated	VBN	10100100101	O
with	IN	100100	O
the	DT	11010	O
Cleaver	NNP	011111110111	O
campaign	NN	0010101010	O
to	TO	101100	O
empower	VB	X	O
the	DT	11010	O
security	NN	11100011010	O
community	NN	001100111000	O
to	TO	101100	O
detect	VB	101010011100	O
existing	VBG	111101111110101	O
compromises	NNS	101111100010	O
in	IN	100110	O
their	PRP$	11011100	O
own	JJ	0010001001	O
organizations	NNS	001100100011	O
,	,	1011100	O
as	RB	10111111110	O
well	RB	101111111011	O
as	IN	10111111110	O
potentially	RB	101011101001	O
block	VBP	0011110111101	O
future	JJ	00100011111	O
attacks	NNS	001101100	O
from	IN	100101100	O
these	DT	11111000	O
teams	NNS	00110110100	O
.	.	0110	O
•	NNP	011101111010	O
This	NNP	0100010	O
campaign	NN	0010101010	O
continues	VBZ	101000111000	O
Iran	NNP	01111110111	O
's	POS	10111010	O
retaliation	NN	00101001111	O
for	IN	10011111	O
Stuxnet	NNP	111011111010	O
,	,	1011100	O
Duqu	NNP	11101111011	O
,	,	1011100	O
and	CC	101110111	O
Flame	NNP	11101111011	O
.	.	0110	O
•	NNP	011101111010	O
This	NNP	0100010	O
is	VBZ	101101010	O
a	DT	11001	O
state-sponsored	JJ	111100000110	O
campaign	NN	0010101010	O
.	.	0110	O
•	CD	011101111010	O
There	EX	01001011	O
is	VBZ	101101010	O
a	DT	11001	O
possibility	NN	00011111111	O
that	IN	101111110	O
this	DT	110110	O
campaign	NN	0010101010	O
could	MD	101101111000	O
affect	VB	10101000100	O
airline	NN	11100101000	O
passenger	NN	X	O
safety	NN	1111001011100	O
.	.	0110	O
•	NNP	011101111010	O
This	NNP	0100010	O
campaign	NN	0010101010	O
's	POS	10111010	O
intentions	NNS	X	O
may	MD	101101111010	O
be	VB	10101100	O
to	TO	101100	O
damage	VB	001111011011	O
Industrial	NNP	11101110100	O
Control	NNP	1110001011	O
Systems	NNPS	011110110000	O
(	FW	01111000	O
ICS	FW	1110110001	O
)	FW	011110100	O
,	,	1011100	O
Supervisory	NNP	11101110100	O
Control	NNP	1110001011	O
and	CC	101110111	O
Data	NNP	0111101101011	O
Acquisition	NNP	X	O
(	FW	01111000	O
SCADA	FW	1110110001	O
)	FW	011110100	O
systems	NNS	00110011000	O
,	,	1011100	O
and	CC	101110111	O
impact	NN	1010101111001	O
Critical	JJ	0111101100100	O
Infrastructure	NN	011110110100	O
and	CC	101110111	O
Key	NNP	01110110010	O
Resources	NNP	0111101101011	O
(	NNP	01111000	O
CIKR	NNP	X	O
)	NNP	011110100	O
.	.	0110	O
•	NNP	011101111010	O
This	NNP	0100010	O
campaign	NN	0010101010	O
could	MD	101101111000	O
be	VB	10101100	O
a	DT	11001	O
way	NN	00101001010	O
to	TO	101100	O
demonstrate	VB	1010101110100	O
Iran	NNP	01111110111	O
's	POS	10111010	O
cyber	NN	1111001000	O
capabilities	NNS	0011001111001	O
for	IN	10011111	O
additional	JJ	111101111110110	O
geopolitical	JJ	1111001011110	O
leverage	NN	1010101110101	O
,	,	1011100	O
due	JJ	10100010100	O
to	TO	101100	O
the	DT	11010	O
breadth	NN	X	O
and	CC	101110111	O
depth	NN	00100011101	O
of	IN	1000	O
their	PRP$	11011100	O
global	JJ	1111001011001	O
targets	NNS	00110010111	O
.	.	0110	O
•	CD	011101111010	O
There	EX	01001011	O
is	VBZ	101101010	O
an	DT	11000	O
intense	JJ	111100100101	O
focus	NN	1010101111001	O
on	IN	1001010	O
CIKR	NN	X	O
companies	NNS	0011000001	O
in	IN	100110	O
South	NNP	0111110001	O
Korea	NNP	01111111000	O
,	,	1011100	O
which	WDT	101111011	O
could	MD	101101111000	O
give	VB	10101000011	O
Iran	NNP	01111110111	O
additional	JJ	111101111110110	O
clout	NN	X	O
in	IN	100110	O
their	PRP$	11011100	O
burgeoning	VBG	X	O
partnership	NN	10100100110	O
with	IN	100100	O
North	NNP	0111110000	O
Korea	NNP	01111111000	O
.	.	0110	O
In	IN	0101000	O
September	NNP	01111101001	O
2012	CD	011111100111	O
,	,	1011100	O
Iran	NNP	01111110111	O
signed	VBD	10100100100	O
an	DT	11000	O
extensive	JJ	111100100101	O
agreement	NN	0011110111001	O
for	IN	10011111	O
technology	NN	1110001101110	O
cooperation	NN	001100011110	O
agreement	NN	0011110111001	O
with	IN	100100	O
North	NNP	0111110000	O
Korea	NNP	01111111000	O
,	,	1011100	O
which	WDT	101111011	O
would	MD	1011011110011	O
allow	VB	10101000000	O
for	IN	10011111	O
collaboration	NN	001100111010	O
on	IN	1001010	O
various	JJ	111110011100	O
efforts	NNS	0011001111111	O
including	VBG	101111111110111	O
IT	NNP	111100100110	O
and	CC	101110111	O
security	NN	11100011010	O
.	.	0110	O
•	NNP	011101111010	O
Iran	NNP	01111110111	O
is	VBZ	101101010	O
recruiting	VBG	10100101101100	O
from	IN	100101100	O
within	IN	100101111100	O
the	DT	11010	O
universities	NNS	11100101000	O
and	CC	101110111	O
potentially	RB	101011101001	O
using	VBG	100101111110	O
'hackers	NNS	X	O
for	IN	10011111	O
hire	NN	110111110	O
'	''	0111101010	O
.	.	0110	O
The	DT	010000	O
Cleaver	NNP	011111110111	O
team	NN	00101010111	O
targets	VBZ	00110010111	O
some	DT	11111011110	O
of	IN	1000	O
the	DT	11010	O
most	RBS	111111100	O
sensitive	JJ	111000111101	O
global	JJ	1111001011001	O
critical	JJ	111000111110	O
infrastructure	NN	00110001010	O
companies	NNS	0011000001	O
in	IN	100110	O
the	DT	11010	O
world	NN	0010111011	O
,	,	1011100	O
including	VBG	101111111110111	O
military	JJ	11100101000	O
,	,	1011100	O
oil	NN	11110010100	O
and	CC	101110111	O
gas	NN	1110001010	O
,	,	1011100	O
airlines	NNS	010111	O
,	,	1011100	O
airports	NNS	010111	O
,	,	1011100	O
energy	NN	111100101010	O
producers	NNS	0011000001	O
,	,	1011100	O
utilities	NNS	0011001111010	O
,	,	1011100	O
transportation	NN	11100101000	O
,	,	1011100	O
healthcare	NN	1110001101110	O
,	,	1011100	O
telecommunications	NN	111100101010	O
,	,	1011100	O
technology	NN	1110001101110	O
,	,	1011100	O
manufacturing	NN	1111001011111	O
,	,	1011100	O
education	NN	11100000000	O
,	,	1011100	O
aerospace	NN	010111	O
,	,	1011100	O
Defense	NNP	1110111110010	O
Industrial	NNP	11101110100	O
Base	NNP	01111101111	O
(	NNP	01111000	O
DIB	NNP	0111011010	O
)	NNP	011110100	O
,	,	1011100	O
chemical	NN	111100101010	O
companies	NNS	0011000001	O
and	CC	101110111	O
governments	NNS	1110011000	O
.	.	0110	O
Countries	NNP	10100100110	O
impacted	VBD	101001110100	O
include	VBP	1010101110110	O
Canada	NNP	0111111010	O
,	,	1011100	O
China	NNP	01111110110	O
,	,	1011100	O
England	NNP	X	O
,	,	1011100	O
France	NNP	010111	O
,	,	1011100	O
Germany	NNP	0111111010	O
,	,	1011100	O
India	NNP	0111111010	O
,	,	1011100	O
Israel	NNP	0111111010	O
,	,	1011100	O
Kuwait	NNP	010111	O
,	,	1011100	O
Mexico	NNP	011111100111	O
,	,	1011100	O
Pakistan	NNP	01111110111	O
,	,	1011100	O
Qatar	NNP	0111111010	O
,	,	1011100	O
Saudi	NNP	1110110110	O
Arabia	NNP	0111101101110	O
,	,	1011100	O
South	NNP	0111110001	O
Korea	NNP	01111111000	O
,	,	1011100	O
Turkey	NNP	0111111010	O
,	,	1011100	O
United	NNP	1111111011	O
Arab	NNP	01111011110	O
Emirates	NNP	001010111110	O
,	,	1011100	O
and	CC	101110111	O
the	DT	11010	O
US	NNP	1110110010	O
.	.	0110	O
The	DT	010000	O
following	NN	111101000	O
is	VBZ	101101010	O
a	DT	11001	O
breakdown	NN	X	O
by	IN	1001110	O
country	NN	001011111101	O
of	IN	1000	O
which	WDT	101111011	O
industries	NNS	00110101111	O
were	VBD	101101000	O
targeted	VBN	1110000100	O
and/or	CC	100101110001	O
victimized	VBN	X	O
:	:	0111010	O
Cleaver	NNP	011111110111	B-Entity
's	POS	10111010	I-Entity
level	NN	000110010	I-Entity
of	IN	1000	I-Entity
access	NN	10100011010	I-Entity
into	IN	10010111100	I-Entity
each	DT	1111101010	I-Entity
organization	NN	001010110001	I-Entity
varied	VBD	1010010111000	O
greatly	RB	X	O
,	,	1011100	O
including	VBG	101111111110111	B-Verb
completely	RB	1010111110110	B-Entity
compromised	VBN	111101111001	I-Entity
systems	NNS	00110011000	I-Entity
and	CC	101110111	I-Entity
networks	NNS	0011001101110	I-Entity
,	,	1011100	O
Active	JJ	1110110010	B-Entity
Directory	NNP	0111111111110	I-Entity
domain	NN	0010011010	I-Entity
controllers	NNS	00111111011	I-Entity
and	CC	101110111	I-Entity
credentials	NNS	00110001000	I-Entity
,	,	1011100	O
compromised	VBN	111101111001	B-Entity
data	NNS	001111001	I-Entity
repositories	NNS	X	I-Entity
and	CC	101110111	O
stolen	VBN	111000111100	B-Entity
VPN	NN	1111011011111	I-Entity
credentials	NNS	00110001000	I-Entity
.	.	0110	O
Compromised	VBN	X	B-Entity
systems	NNS	00110011000	I-Entity
include	VBP	1010101110110	B-Verb
Microsoft	NNP	1110110111	B-Entity
Windows	NNP	1110110100	I-Entity
web	NN	1111011011101	I-Entity
servers	NNS	00111010	I-Entity
running	VBG	10100101111101	I-Entity
IIS	NNP	1111011011010	I-Entity
and	CC	101110111	I-Entity
ColdFusion	NNP	1111011011011	I-Entity
,	,	1011100	I-Entity
Apache	NNP	111011111110	I-Entity
with	IN	100100	I-Entity
PHP	NNP	00100011001	I-Entity
,	,	1011100	I-Entity
many	JJ	111110011111	I-Entity
variants	NNS	00110100111	I-Entity
of	IN	1000	I-Entity
Microsoft	NNP	1110110111	I-Entity
Windows	NNP	1110110100	I-Entity
desktops	NNS	X	I-Entity
and	CC	101110111	I-Entity
servers	NNS	00111010	I-Entity
,	,	1011100	I-Entity
and	CC	101110111	I-Entity
Linux	NNP	1110001101100	I-Entity
servers	NNS	00111010	I-Entity
.	.	0110	O
Compromised	VBN	X	B-Entity
network	NN	001000010	I-Entity
infrastructure	NN	00110001010	I-Entity
included	VBD	1011111001100	B-Verb
Cisco	NNP	00110111111	B-Entity
VPNs	NNS	1110110001	I-Entity
as	RB	10111111110	I-Entity
well	RB	101111111011	I-Entity
as	IN	10111111110	I-Entity
Cisco	NNP	00110111111	I-Entity
switches	NNS	001111011011	I-Entity
and	CC	101110111	I-Entity
routers	NNS	1110011000	I-Entity
.	.	0110	O
Unlike	IN	010101101	O
Stuxnet	NNP	111011111010	O
,	,	1011100	O
no	DT	11111011101	O
exotic	JJ	X	O
exploitations	NNS	X	O
(	VBP	01111000	O
such	JJ	101111111010	O
as	IN	10111111110	O
0-days	FW	01111110111	O
)	FW	011110100	O
were	VBD	101101000	O
observed	VBN	101001111110	O
.	.	0110	O
Within	IN	0101011111	O
our	PRP$	11011110	O
investigation	NN	00100010100	O
,	,	1011100	O
we	PRP	101111000	O
had	VBD	1011011011	O
no	DT	11111011101	O
direct	JJ	00100011000	O
evidence	NN	0001110111	O
of	IN	1000	O
a	DT	11001	O
successful	JJ	1111000111010	O
compromise	NN	1010101111010	O
of	IN	1000	O
specific	JJ	111100001110	O
Industrial	NNP	11101110100	O
Control	NNP	1110001011	O
Systems	NNPS	011110110000	O
(	FW	01111000	O
ICS	FW	1110110001	O
)	FW	011110100	O
or	CC	101110110	O
Supervisory	NNP	11101110100	O
Control	NNP	1110001011	O
and	CC	101110111	O
Data	NNP	0111101101011	O
Acquisition	NNP	X	O
(	FW	01111000	O
SCADA	FW	1110110001	O
)	FW	011110100	O
networks	NNS	0011001101110	O
,	,	1011100	O
but	CC	10111111111000	O
Cleaver	NNP	011111110111	B-Entity
did	VBD	10110111010	O
exfiltrate	VB	10101000111	B-Verb
extremely	RB	1111111101	B-Entity
sensitive	JJ	111000111101	I-Entity
data	NNS	001111001	I-Entity
from	IN	100101100	B-Preposition
many	JJ	111110011111	B-Entity
